id,neighbourhood,room_type,price,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
243229,Bedford-Stuyvesant,Entire home/apt,280,5,0.05,1,365
532749,Williamsburg,Entire home/apt,280,82,0.98,1,41
242532,Clinton Hill,Private room,279,120,1.28,11,362
16595,Williamsburg,Entire home/apt,275,148,1.4,1,362
47926,Hell's Kitchen,Entire home/apt,275,41,0.38,1,299
287845,Carroll Gardens,Entire home/apt,275,121,1.33,1,305
413775,Midtown,Entire home/apt,275,16,0.24,1,167
431865,Washington Heights,Entire home/apt,275,50,0.87,2,277
530632,Crown Heights,Entire home/apt,275,2,0.1,1,357
231414,SoHo,Private room,270,1,0.01,1,210
406926,Nolita,Entire home/apt,269,81,0.93,1,122
53477,Middle Village,Entire home/apt,265,38,0.38,5,365
351859,Chelsea,Entire home/apt,265,75,0.86,1,324
526923,Flatiron District,Entire home/apt,265,26,0.32,1,341
127387,Gowanus,Entire home/apt,260,3,0.03,1,316
144087,Harlem,Entire home/apt,259,17,0.17,1,343
155296,Williamsburg,Entire home/apt,255,39,0.5,1,89
189181,Chelsea,Private room,255,1,0.02,1,365
15711,Upper East Side,Entire home/apt,250,66,0.57,2,231
20853,Prospect Heights,Entire home/apt,250,21,0.3,1,158
32100,Greenpoint,Entire home/apt,250,3,0.03,1,34
40039,DUMBO,Private room,250,14,0.13,1,189
40453,Upper East Side,Entire home/apt,250,4,0.08,1,365
57618,Hell's Kitchen,Entire home/apt,250,94,0.96,1,3
59709,Chinatown,Entire home/apt,250,18,0.18,2,265
68765,Carroll Gardens,Entire home/apt,250,106,1.34,3,272
71010,Washington Heights,Entire home/apt,250,32,0.43,2,276
74404,Harlem,Entire home/apt,250,31,0.31,1,78
136493,Park Slope,Entire home/apt,250,18,0.21,1,18
146754,Windsor Terrace,Entire home/apt,250,52,0.72,1,188
166006,Upper West Side,Entire home/apt,250,188,1.94,1,259
168546,East Harlem,Entire home/apt,250,11,0.12,2,68
258838,Arrochar,Entire home/apt,250,21,0.26,4,333
270345,East Village,Entire home/apt,250,24,0.26,1,16
278631,West Village,Entire home/apt,250,7,0.08,1,35
289995,Greenpoint,Entire home/apt,250,46,0.52,1,121
299078,SoHo,Entire home/apt,250,152,1.69,1,109
329310,Chinatown,Entire home/apt,250,9,0.1,1,190
398283,South Slope,Entire home/apt,250,17,0.46,1,5
421554,Bedford-Stuyvesant,Entire home/apt,250,37,0.52,2,54
450577,Upper West Side,Entire home/apt,250,73,0.84,1,284
463107,Crown Heights,Entire home/apt,250,19,0.22,1,311
518576,Bedford-Stuyvesant,Entire home/apt,250,62,0.73,3,292
525293,Concourse,Entire home/apt,250,119,1.41,1,339
554165,Gowanus,Entire home/apt,250,57,0.67,1,25
54158,Williamsburg,Entire home/apt,249,358,3.44,2,164
81739,Greenpoint,Private room,249,2,0.02,28,60
103806,East Village,Entire home/apt,249,166,1.68,2,365
140133,Williamsburg,Entire home/apt,249,150,1.55,1,277
253839,Greenpoint,Private room,249,3,0.03,28,60
496166,South Slope,Entire home/apt,249,12,0.27,1,26
204065,Clinton Hill,Entire home/apt,248,58,0.61,6,199
284855,West Village,Entire home/apt,240,94,1.1,1,134
57740,East Village,Entire home/apt,239,7,0.07,1,351
225926,Clinton Hill,Private room,239,164,1.73,11,356
454929,East Village,Entire home/apt,239,67,1.33,1,78
27006,Upper West Side,Entire home/apt,235,27,0.27,1,199
466277,Williamsburg,Entire home/apt,235,108,1.25,2,144
17037,East Village,Entire home/apt,230,49,0.43,1,116
212178,Theater District,Entire home/apt,230,179,1.88,1,44
71384,Greenpoint,Entire home/apt,229,50,0.5,1,188
408983,Prospect-Lefferts Gardens,Entire home/apt,229,92,1.05,1,321
458377,Williamsburg,Entire home/apt,229,12,0.15,1,319
14290,Williamsburg,Entire home/apt,228,82,0.7,1,140
245607,Chelsea,Entire home/apt,226,34,0.39,1,302
489365,Williamsburg,Entire home/apt,226,203,2.85,1,38
2595,Midtown,Entire home/apt,225,45,0.38,2,355
16974,East Harlem,Entire home/apt,225,190,1.64,1,215
27385,East Village,Entire home/apt,225,115,1.05,4,299
36703,West Village,Entire home/apt,225,134,1.24,1,312
60457,Greenwich Village,Entire home/apt,225,10,0.1,1,91
112359,Upper East Side,Entire home/apt,225,56,0.57,1,312
134934,Williamsburg,Entire home/apt,225,22,0.38,1,52
228496,West Village,Entire home/apt,225,13,0.15,1,83
263888,Upper West Side,Entire home/apt,225,129,1.41,1,107
311003,Crown Heights,Entire home/apt,225,1,0.01,1,342
393094,Financial District,Entire home/apt,225,27,0.31,1,169
405408,SoHo,Entire home/apt,225,134,1.53,1,231
411336,Nolita,Entire home/apt,225,244,2.81,2,252
453255,Lower East Side,Entire home/apt,225,13,0.15,1,195
479867,Williamsburg,Entire home/apt,225,338,3.9,2,225
533927,Chelsea,Entire home/apt,225,153,2.03,1,205
24285,Park Slope,Entire home/apt,220,88,0.79,1,9
226021,Williamsburg,Entire home/apt,220,116,1.23,2,135
255024,Bushwick,Entire home/apt,220,178,2.69,1,297
491529,Park Slope,Entire home/apt,220,27,0.45,1,68
500845,East Village,Entire home/apt,220,162,1.88,1,341
530431,Harlem,Entire home/apt,220,194,2.42,1,338
552639,Harlem,Entire home/apt,220,33,0.51,2,174
38638,Upper East Side,Entire home/apt,219,126,1.16,2,290
289288,East Village,Entire home/apt,219,129,1.42,1,220
325429,Upper East Side,Entire home/apt,219,102,1.15,2,280
7097,Fort Greene,Entire home/apt,215,198,1.72,1,321
190968,Prospect Heights,Entire home/apt,215,33,0.35,1,156
405025,Long Island City,Entire home/apt,215,59,0.94,1,335
66251,East Village,Entire home/apt,212,67,1.31,1,51
102995,Upper West Side,Entire home/apt,212,45,0.46,1,35
114229,Lower East Side,Entire home/apt,211,52,0.6,3,361
470090,Lower East Side,Entire home/apt,210,230,2.65,1,319
550777,Upper West Side,Entire home/apt,210,25,0.3,1,347
291524,Upper West Side,Entire home/apt,209,14,0.16,1,205
504362,Prospect Heights,Entire home/apt,209,56,0.65,1,160
435946,Financial District,Entire home/apt,208,100,1.14,1,310
62903,Chelsea,Entire home/apt,205,62,0.7,2,76
167013,Chelsea,Entire home/apt,205,3,0.04,2,76
5099,Murray Hill,Entire home/apt,200,74,0.59,1,129
14322,Kips Bay,Entire home/apt,200,19,0.22,1,257
16326,Prospect Heights,Entire home/apt,200,143,1.33,2,297
18152,Upper East Side,Private room,200,142,1.5,1,322
26012,Gowanus,Entire home/apt,200,19,0.2,1,208
45940,Williamsburg,Entire home/apt,200,33,0.58,1,1
71366,West Village,Entire home/apt,200,39,0.44,1,251
82550,Brooklyn Heights,Entire home/apt,200,80,0.85,2,106
95883,Bedford-Stuyvesant,Entire home/apt,200,4,0.07,1,9
121687,Williamsburg,Entire home/apt,200,29,0.31,1,36
160994,East Village,Entire home/apt,200,103,1.08,1,235
235960,Lower East Side,Entire home/apt,200,100,1.06,1,191
241862,West Village,Entire home/apt,200,37,0.39,1,257
378460,Hell's Kitchen,Entire home/apt,200,13,0.15,1,327
398281,Upper East Side,Entire home/apt,200,30,0.34,1,224
436510,Williamsburg,Entire home/apt,200,16,0.19,1,291
461050,Williamsburg,Entire home/apt,200,17,0.2,1,67
515392,Chelsea,Entire home/apt,200,60,0.78,1,260
525388,Greenpoint,Entire home/apt,200,20,0.24,1,365
545261,Clinton Hill,Private room,200,2,0.02,1,365
26954,Kips Bay,Entire home/apt,199,38,0.38,1,260
32289,Williamsburg,Entire home/apt,199,10,0.1,1,280
55737,West Village,Entire home/apt,199,129,1.22,1,286
83722,Williamsburg,Entire home/apt,199,8,0.11,1,30
114123,South Slope,Entire home/apt,199,27,0.28,2,223
181972,Harlem,Entire home/apt,199,111,1.17,1,12
182095,West Village,Entire home/apt,199,66,0.69,2,89
219793,Lower East Side,Entire home/apt,199,29,0.31,2,162
219818,Lower East Side,Entire home/apt,199,14,0.15,2,158
222304,Chelsea,Entire home/apt,199,32,0.34,1,28
243708,Williamsburg,Entire home/apt,199,242,2.59,1,102
248865,Greenpoint,Entire home/apt,199,34,0.37,28,60
253466,Greenpoint,Entire home/apt,199,33,0.47,28,60
253471,Greenpoint,Entire home/apt,199,24,0.32,28,84
253475,Greenpoint,Entire home/apt,199,59,0.66,28,60
253800,Greenpoint,Entire home/apt,199,24,0.26,28,60
253803,Greenpoint,Entire home/apt,199,23,0.26,28,60
253806,Greenpoint,Entire home/apt,199,43,0.47,28,60
253811,Greenpoint,Entire home/apt,199,30,0.32,28,56
253815,Greenpoint,Entire home/apt,199,39,0.44,28,84
292121,Hell's Kitchen,Entire home/apt,199,4,0.07,1,200
294227,Greenpoint,Entire home/apt,199,43,0.49,28,84
294242,Greenpoint,Entire home/apt,199,75,0.93,28,84
294259,Greenpoint,Entire home/apt,199,73,0.84,28,56
294263,Greenpoint,Entire home/apt,199,89,1.06,28,62
294280,Greenpoint,Entire home/apt,199,23,0.26,28,81
294490,Greenpoint,Entire home/apt,199,54,0.61,28,60
317838,West Village,Entire home/apt,199,65,0.73,1,155
354095,East Village,Entire home/apt,199,41,0.47,1,36
163809,Harlem,Entire home/apt,198,42,0.44,2,234
33009,Williamsburg,Entire home/apt,195,240,2.19,1,214
33014,East Village,Entire home/apt,195,30,0.28,1,248
56525,Greenpoint,Entire home/apt,195,69,0.65,1,58
68735,Upper West Side,Entire home/apt,195,30,0.32,1,249
74073,Williamsburg,Entire home/apt,195,59,0.6,1,71
206772,Williamsburg,Entire home/apt,195,31,0.33,1,263
237127,Kips Bay,Entire home/apt,195,139,1.59,4,325
266449,Lower East Side,Entire home/apt,195,68,0.77,1,271
344019,West Village,Private room,195,7,0.08,1,129
538344,East Village,Entire home/apt,195,160,2.31,1,68
542203,Hell's Kitchen,Entire home/apt,195,22,1.61,2,59
18127,East Village,Entire home/apt,190,21,0.2,1,224
66008,Carroll Gardens,Entire home/apt,190,51,0.57,1,288
66974,Gowanus,Entire home/apt,190,69,0.79,2,258
103161,Williamsburg,Entire home/apt,190,124,1.76,1,359
120362,Williamsburg,Entire home/apt,190,50,0.51,1,331
168084,East Village,Entire home/apt,190,147,1.6,1,27
201992,Park Slope,Entire home/apt,190,105,1.62,1,328
235951,Midtown,Entire home/apt,190,136,1.45,1,120
270680,Williamsburg,Private room,190,30,0.33,2,365
564447,Hell's Kitchen,Entire home/apt,190,195,2.83,1,69
126443,East Village,Entire home/apt,189,403,4.1,3,201
177606,Kips Bay,Entire home/apt,189,90,0.95,1,303
260765,Upper East Side,Entire home/apt,189,314,3.45,2,206
347865,East Village,Entire home/apt,189,265,2.99,2,355
444171,Bedford-Stuyvesant,Entire home/apt,189,7,0.1,2,303
541725,Williamsburg,Entire home/apt,189,33,0.44,2,1
29683,East Village,Entire home/apt,185,73,0.66,1,209
82928,Bedford-Stuyvesant,Entire home/apt,185,46,1.07,1,248
140973,East Village,Entire home/apt,185,69,0.71,1,233
167482,Upper West Side,Entire home/apt,185,129,1.33,1,14
211078,Greenpoint,Entire home/apt,185,228,2.39,3,1
253590,Upper West Side,Entire home/apt,185,16,0.23,1,261
320876,South Slope,Entire home/apt,185,215,2.42,1,291
510218,Upper West Side,Entire home/apt,185,165,1.92,1,259
540057,Harlem,Entire home/apt,185,102,1.19,2,91
552519,Crown Heights,Entire home/apt,185,215,2.55,3,348
9657,East Village,Entire home/apt,180,29,0.24,1,67
15341,SoHo,Entire home/apt,180,21,0.3,1,154
236671,Williamsburg,Entire home/apt,180,125,1.36,3,248
245574,Bedford-Stuyvesant,Entire home/apt,180,181,1.92,1,280
283090,East Village,Entire home/apt,180,24,0.26,2,125
305211,Williamsburg,Entire home/apt,180,236,2.74,2,242
326956,Clinton Hill,Private room,180,15,0.18,6,266
382524,Harlem,Private room,180,14,0.16,3,348
570750,Crown Heights,Entire home/apt,180,221,2.6,1,264
77765,Greenpoint,Private room,179,36,0.36,28,79
84010,Greenpoint,Private room,179,13,0.14,28,81
176962,Williamsburg,Entire home/apt,179,23,0.24,1,25
233189,Hell's Kitchen,Entire home/apt,179,83,0.88,1,292
253846,Greenpoint,Private room,179,4,0.05,28,81
328693,Upper West Side,Entire home/apt,179,297,3.37,1,205
350168,Park Slope,Entire home/apt,178,8,0.1,1,280
23135,Carroll Gardens,Entire home/apt,175,233,2.09,3,342
47362,Bedford-Stuyvesant,Entire home/apt,175,30,0.29,1,364
60673,Harlem,Private room,175,1,0.11,1,365
62891,East Village,Entire home/apt,175,185,1.78,2,326
65834,Park Slope,Entire home/apt,175,11,0.11,1,246
94477,Bedford-Stuyvesant,Entire home/apt,175,370,3.74,1,204
107630,Greenpoint,Entire home/apt,175,248,2.53,3,274
141984,Nolita,Entire home/apt,175,68,0.69,1,277
153780,East Village,Private room,175,175,1.8,1,236
168810,Upper West Side,Entire home/apt,175,11,0.12,1,358
287839,Fort Greene,Entire home/apt,175,35,0.4,1,289
363320,Harlem,Private room,175,6,0.09,4,10
503722,Williamsburg,Entire home/apt,175,15,0.29,1,64
456190,West Village,Entire home/apt,174,269,3.15,2,167
219482,Clinton Hill,Entire home/apt,172,8,0.09,2,189
27644,Harlem,Entire home/apt,170,195,2.03,1,318
27759,Upper West Side,Entire home/apt,170,13,0.12,1,224
44288,West Village,Entire home/apt,170,86,0.8,1,246
135465,Fort Greene,Entire home/apt,170,86,0.91,2,286
171776,Harlem,Private room,170,17,0.18,2,88
188661,Prospect Heights,Entire home/apt,170,67,0.7,1,129
255601,Bedford-Stuyvesant,Entire home/apt,170,190,2.04,1,315
522081,Chelsea,Private room,170,183,2.19,2,254
539160,Washington Heights,Entire home/apt,170,47,0.58,2,17
74240,Williamsburg,Entire home/apt,169,68,0.67,2,215
76761,South Slope,Entire home/apt,169,398,3.97,3,182
82638,East Village,Entire home/apt,169,240,2.4,1,276
110739,Midtown,Entire home/apt,169,54,0.57,1,98
189732,East New York,Entire home/apt,169,177,1.86,1,297
190267,Upper East Side,Entire home/apt,169,39,0.41,1,44
498859,Brighton Beach,Entire home/apt,169,63,1.27,1,323
266155,Upper West Side,Entire home/apt,167,16,0.17,5,252
42729,Carroll Gardens,Entire home/apt,165,150,1.4,3,342
44506,Harlem,Entire home/apt,165,80,0.75,3,231
80924,Park Slope,Entire home/apt,165,34,0.51,2,189
96471,Clinton Hill,Private room,165,11,0.11,3,365
112100,Crown Heights,Entire home/apt,165,3,0.03,1,157
121861,Park Slope,Entire home/apt,165,23,0.23,2,7
131154,Greenpoint,Entire home/apt,165,175,1.79,1,139
148825,Upper West Side,Entire home/apt,165,191,2.18,1,236
158061,Bedford-Stuyvesant,Private room,165,27,0.28,4,311
158176,Williamsburg,Entire home/apt,165,117,1.28,1,23
275976,Bedford-Stuyvesant,Entire home/apt,165,204,2.31,1,80
287408,Hell's Kitchen,Entire home/apt,165,72,0.82,1,10
328744,Crown Heights,Entire home/apt,165,12,0.13,1,343
387377,Harlem,Entire home/apt,165,70,0.8,4,15
470709,Williamsburg,Entire home/apt,165,154,1.87,1,157
491977,Chinatown,Entire home/apt,165,22,0.26,1,316
531258,Greenwich Village,Entire home/apt,165,19,0.23,1,259
32969,Williamsburg,Entire home/apt,160,11,0.11,1,188
190542,Bedford-Stuyvesant,Entire home/apt,160,42,0.44,1,355
200955,East Village,Entire home/apt,160,25,0.26,1,46
382523,Harlem,Private room,160,10,0.12,3,359
411918,Crown Heights,Entire home/apt,160,125,1.47,3,169
413876,Financial District,Entire home/apt,160,36,0.57,1,365
417685,Park Slope,Entire home/apt,160,145,1.76,2,257
495348,Fort Greene,Entire home/apt,160,2,0.03,2,34
57297,Cobble Hill,Entire home/apt,159,222,2.12,1,279
326832,Upper East Side,Entire home/apt,159,32,0.47,1,7
391955,Columbia St,Entire home/apt,159,106,1.22,1,34
293837,Williamsburg,Entire home/apt,157,54,0.66,2,12
35526,West Village,Private room,156,79,0.74,1,307
57874,Harlem,Entire home/apt,155,222,2.1,2,232
263232,Harlem,Entire home/apt,155,1,0.18,1,5
246938,Lower East Side,Entire home/apt,154,238,2.59,1,246
262343,Lower East Side,Entire home/apt,153,59,0.63,1,27
553862,Park Slope,Private room,152,23,0.27,1,365
14287,Upper West Side,Entire home/apt,151,73,0.63,1,302
435909,West Village,Entire home/apt,151,19,0.22,1,249
568743,East Village,Entire home/apt,151,214,2.53,3,256
5238,Chinatown,Entire home/apt,150,160,1.33,4,188
9357,Hell's Kitchen,Entire home/apt,150,58,0.49,1,75
12343,Harlem,Entire home/apt,150,97,0.84,1,309
12627,Prospect-Lefferts Gardens,Entire home/apt,150,11,0.49,1,95
14377,Williamsburg,Entire home/apt,150,105,0.9,1,30
18728,Chelsea,Private room,150,167,1.65,1,295
28907,Upper East Side,Entire home/apt,150,21,0.19,1,189
44161,Williamsburg,Entire home/apt,150,193,1.78,1,177
45393,West Village,Entire home/apt,150,38,0.36,1,225
46544,Park Slope,Entire home/apt,150,52,0.5,1,18
59014,Lower East Side,Entire home/apt,150,41,0.39,1,244
66741,Park Slope,Entire home/apt,150,214,2.08,2,263
69894,Upper West Side,Entire home/apt,150,48,0.55,1,35
75635,Lower East Side,Entire home/apt,150,286,2.81,1,191
77936,Hell's Kitchen,Private room,150,36,0.36,1,49
86215,Lower East Side,Entire home/apt,150,151,1.51,2,52
117425,Brooklyn Heights,Entire home/apt,150,95,0.96,1,281
193105,Hell's Kitchen,Private room,150,43,0.45,2,258
205043,Theater District,Private room,150,330,7.14,1,111
221618,Tribeca,Private room,150,82,0.87,2,90
223930,Prospect Heights,Entire home/apt,150,24,0.25,1,363
271954,Greenwich Village,Entire home/apt,150,203,2.22,1,300
304799,Upper West Side,Entire home/apt,150,11,0.13,1,2
433414,Clinton Hill,Entire home/apt,150,89,1.04,1,247
438513,Prospect-Lefferts Gardens,Entire home/apt,150,87,1,1,73
493177,Chinatown,Entire home/apt,150,162,1.92,1,231
504394,Upper West Side,Entire home/apt,150,2,0.03,1,141
506571,East Village,Entire home/apt,150,19,0.32,1,24
514457,Bedford-Stuyvesant,Entire home/apt,150,10,0.17,2,185
538590,Astoria,Entire home/apt,150,74,0.87,2,365
2539,Kensington,Private room,149,9,0.21,6,365
197155,Hell's Kitchen,Entire home/apt,149,122,1.29,1,20
310220,Greenpoint,Private room,149,65,0.73,1,364
266351,Fort Greene,Entire home/apt,147,5,0.12,1,189
220946,East Village,Entire home/apt,146,142,1.5,1,166
18764,Williamsburg,Private room,145,61,0.54,4,238
68403,Bedford-Stuyvesant,Entire home/apt,145,127,1.25,2,72
205485,Bedford-Stuyvesant,Entire home/apt,145,123,1.29,1,287
208889,Bedford-Stuyvesant,Entire home/apt,145,30,0.32,3,11
232618,East Harlem,Entire home/apt,145,102,1.52,1,308
263005,Fort Greene,Entire home/apt,145,110,1.2,1,15
350525,Crown Heights,Entire home/apt,145,46,0.52,1,38
403264,Midtown,Private room,145,165,1.88,2,181
406992,Williamsburg,Entire home/apt,145,7,0.08,1,270
435776,Upper East Side,Private room,145,2,0.09,1,365
479263,Williamsburg,Entire home/apt,145,36,0.42,1,342
14314,Greenpoint,Entire home/apt,144,328,2.82,1,234
452541,Windsor Terrace,Entire home/apt,142,120,1.4,1,222
483505,Williamsburg,Entire home/apt,142,69,0.85,1,261
138216,Greenpoint,Entire home/apt,141,8,0.21,1,9
6848,Williamsburg,Entire home/apt,140,148,1.2,1,46
7322,Chelsea,Private room,140,260,2.12,1,12
21456,Upper West Side,Entire home/apt,140,81,0.71,1,198
26559,East Village,Entire home/apt,140,12,0.13,1,164
32363,Flushing,Private room,140,1,0.01,1,1
53470,Ridgewood,Private room,140,6,0.06,5,365
55467,Williamsburg,Entire home/apt,140,253,3.04,1,125
57166,Ditmars Steinway,Entire home/apt,140,17,0.16,1,292
59121,Ridgewood,Entire home/apt,140,1,0.01,5,365
60948,East Harlem,Entire home/apt,140,135,1.3,3,192
66451,Williamsburg,Entire home/apt,140,9,0.11,1,254
164989,SoHo,Private room,140,54,0.56,1,221
251277,Upper West Side,Private room,140,176,1.89,1,300
287421,Cobble Hill,Entire home/apt,140,103,1.13,1,189
301034,Harlem,Private room,140,44,0.49,1,260
84659,East Village,Entire home/apt,139,388,3.88,1,142
158955,Williamsburg,Entire home/apt,139,385,4,1,222
195971,Bedford-Stuyvesant,Entire home/apt,139,83,1.19,1,255
258397,Park Slope,Entire home/apt,139,135,1.45,1,204
277370,East Village,Entire home/apt,139,52,0.6,1,314
290457,Chinatown,Entire home/apt,139,37,0.41,1,153
434792,Gowanus,Entire home/apt,138,106,1.22,1,189
5295,Upper West Side,Entire home/apt,135,53,0.43,1,6
12318,Upper West Side,Private room,135,81,0.69,1,273
32037,Clinton Hill,Private room,135,84,0.77,3,365
39704,Bedford-Stuyvesant,Entire home/apt,135,309,2.86,2,3
50447,South Slope,Entire home/apt,135,151,1.43,3,162
58062,Windsor Terrace,Private room,135,21,0.26,1,272
59642,Greenpoint,Entire home/apt,135,69,0.67,1,12
63657,Bedford-Stuyvesant,Entire home/apt,135,248,2.39,2,11
66718,Harlem,Entire home/apt,135,187,1.87,1,189
67299,Williamsburg,Entire home/apt,135,56,0.56,1,42
106647,Bedford-Stuyvesant,Entire home/apt,135,86,0.87,1,102
228317,Bedford-Stuyvesant,Entire home/apt,135,82,0.87,1,273
230877,East Harlem,Entire home/apt,135,115,1.21,2,341
274376,Clinton Hill,Entire home/apt,135,6,0.13,1,317
294353,Williamsburg,Private room,135,84,1.12,6,310
316238,Bedford-Stuyvesant,Entire home/apt,135,39,0.47,2,293
320865,Harlem,Entire home/apt,135,25,0.28,1,249
360400,Midtown,Private room,135,214,2.45,2,167
396636,Harlem,Entire home/apt,135,38,0.44,1,253
478385,Kips Bay,Entire home/apt,135,134,1.56,1,236
525120,Chelsea,Entire home/apt,135,42,0.49,1,170
548133,Clinton Hill,Entire home/apt,135,28,0.4,1,211
573795,East Flatbush,Entire home/apt,133,104,1.32,1,338
20734,Prospect Heights,Entire home/apt,131,166,3.4,1,207
8024,Park Slope,Private room,130,130,1.09,6,347
12937,Long Island City,Private room,130,248,2.25,1,215
19282,Flatbush,Entire home/apt,130,16,0.15,1,38
31130,Hell's Kitchen,Private room,130,50,0.45,3,234
55668,NoHo,Private room,130,115,1.17,1,75
56467,East Village,Entire home/apt,130,204,2.04,1,192
62427,East Village,Entire home/apt,130,56,0.58,1,56
65615,Williamsburg,Entire home/apt,130,49,0.48,1,152
83446,Fort Greene,Entire home/apt,130,5,0.05,1,135
98663,Chelsea,Entire home/apt,130,19,0.19,1,189
100186,Gowanus,Entire home/apt,130,98,0.99,1,35
133025,Murray Hill,Private room,130,105,1.07,1,193
162508,Crown Heights,Entire home/apt,130,29,0.35,1,119
190974,Park Slope,Entire home/apt,130,179,2.02,1,273
225887,Fort Greene,Private room,130,154,1.63,2,305
228979,Hell's Kitchen,Private room,130,52,0.55,1,303
235651,West Village,Private room,130,80,0.86,2,332
261194,Bedford-Stuyvesant,Entire home/apt,130,18,0.25,1,1
268392,Harlem,Entire home/apt,130,35,0.42,1,41
281851,Harlem,Private room,130,107,2.38,1,304
298073,Williamsburg,Entire home/apt,130,23,0.25,1,25
299699,Greenpoint,Entire home/apt,130,9,0.1,1,188
424930,Crown Heights,Entire home/apt,130,5,0.06,1,196
503790,West Village,Entire home/apt,130,22,0.28,1,77
65562,East Village,Entire home/apt,129,5,0.15,1,231
151199,Astoria,Entire home/apt,129,414,4.34,1,245
